mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.08850440979003907,0.007176060900839739,0.004936408996582031,0.002033148580609397,,sqrt,1,2,100,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",-15.278045522361099,-18.668478916747688,-11.613611588831013,-9.367629139221709,-12.494729923561325,-13.484499018144566,3.2099513044794454,3,-1.7891514999561955,-1.7346921829906548,-1.9552753721524556,-1.9585319205610499,-1.893500524686045,-1.8662303000692801,0.08992852365052639
0.15349783897399902,0.010999395681183697,0.011365604400634766,0.0030744827719105475,,sqrt,1,2,200,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",-15.542554244372067,-18.392356044563073,-11.746425753255245,-9.587874868181002,-12.95447057611439,-13.644736297297158,3.0554796863137526,81,-1.8343577503891704,-1.7060280331585902,-1.932932267486861,-1.9163408558902637,-1.8398105649222412,-1.8458938943694254,0.08033803760335843
0.24029884338378907,0.010120792144423078,0.013707971572875977,0.002523974335177476,,sqrt,1,2,300,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300}",-15.535654279053459,-18.653795711273148,-11.790977978652315,-9.686536356653534,-13.099077481952305,-13.75320836151695,3.098674758657642,192,-1.801977289687167,-1.67299120323598,-1.93687568217808,-1.9188193135910772,-1.8653338427325554,-1.8391994662849718,0.09547109091760672
0.5347908496856689,0.02722216711924628,0.02395038604736328,0.004140292191176857,,sqrt,1,2,500,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",-15.579571044158806,-18.80934825156989,-11.810329321342598,-9.607750449563659,-13.210883424847125,-13.803576498296417,3.166739114350187,283,-1.802602530843077,-1.6811921767195044,-1.9357478499152898,-1.9275521769823145,-1.8473002799903608,-1.8388790028901094,0.09327222609921054
0.14980001449584962,0.04536171119415184,0.004840755462646484,0.0016949376409473654,,sqrt,1,5,100,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",-15.814636756671003,-18.510506992668727,-11.656243310339882,-9.996412589526576,-13.546728369015002,-13.904905603644238,3.0106387333443796,427,-3.205010089923562,-3.1411016706142365,-3.288886744179446,-3.5322583710432904,-3.261777225889309,-3.285806820329969,0.13326137188812082
0.16772880554199218,0.01231328968936985,0.007072925567626953,0.00239720866262856,,sqrt,1,5,200,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",-15.57518681004756,-18.668959296103914,-12.002476882468965,-9.599259088981217,-13.300794626836709,-13.829335340887672,3.0977498152923544,334,-3.204631087548837,-3.1599175230271306,-3.3052641085910994,-3.4643750860886673,-3.2129001145024603,-3.269417583951639,0.10832837004201347
0.24580144882202148,0.028332380750364178,0.011571836471557618,0.003989347047297281,,sqrt,1,5,300,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 300}",-15.509008841550358,-18.672986309352467,-11.939939092554344,-9.630446187865283,-13.142746908465359,-13.779025467957561,3.0964978390009716,236,-3.204823928766069,-3.123842976389172,-3.2907666498804247,-3.444086416031552,-3.221873589024257,-3.257078712018295,0.10754392853537444
0.37383465766906737,0.012801779115874972,0.015111637115478516,0.00301994097412528,,sqrt,1,5,500,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 500}",-15.72573167949485,-18.657144681742935,-12.057437906025214,-9.695496848289189,-13.14424656506378,-13.856011536123194,3.0853878797030285,378,-3.2192629778834347,-3.127775737465342,-3.3398698457774167,-3.441798593990475,-3.2344258654962412,-3.272626604122582,0.10810139898489375
0.07730464935302735,0.0115651933551277,0.005752038955688476,0.0029691541134014244,,sqrt,1,10,100,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",-15.276283885262337,-18.277895782003085,-11.855829545803017,-9.498297973296989,-13.362317782785865,-13.65412499383026,2.9866560552571153,91,-5.513340280133636,-5.31514475626159,-5.690213068251679,-5.987190408488209,-5.549807042201551,-5.611139111067333,0.22298258276239355
0.1510404109954834,0.028775581418786347,0.014715623855590821,0.011201206760226933,,sqrt,1,10,200,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200}",-15.494398785971756,-18.417380843001027,-11.782264747900756,-9.501750287426699,-13.565298598466223,-13.752218652553292,3.0587928565523588,188,-5.46856783459166,-5.251337328591666,-5.667779319671184,-5.94560405187212,-5.4543126175750904,-5.557520230460344,0.23455422770871015
